text,label
இன்று சந்தோஷமாக தூங்கப்போகிறேன்.,positive
ஒரு கிராமத்தில் மனிதர்கள் நடக்கும் கற்கள் கண்டுபிடிக்கப்பட்டன.,fake
என் முயற்சி வீண் என்று உணர்கிறேன்.,negative
"கணிதத்தில் திடீர் விடை புரிந்தது, மகிழ்ச்சி பொங்குகிறது.",positive
என் குடும்பம் சிதறியது.,negative
பிரபல தொழிலதிபர் நாட்டை விட்டு ஓடினார் என்று பரவும் தகவல் தவறானது.,fake
கடினமாக உழைத்தும் விளைவு இல்லை.,negative
நான் நம்பியவரிடமிருந்து காட்டிக்கொடுக்கப்பட்டேன்.,negative
என் வாழ்க்கை சிக்கலாகிவிட்டது.,negative
தமிழ்நாடு சட்டமன்றம் இன்று புதிய நில சட்ட திருத்தத்தை நிறைவேற்றியது.,real
மனம் எப்போதும் சோர்வாகவே இருக்கிறது.,negative
என் திட்டம் சரியான வழியில் செல்கிறது.,positive
நீச்சல் போட்டியில் இந்திய அணி ஆசியா அளவில் நான்காவது இடம் பெற்றது.,real
சிறு தொழில்களுக்கு வட்டியில்லாக் கடன் திட்டம் தொடங்கியது.,real
"நல்லவர்களுடன் சேர்ந்திருங்கள், வாழ்க்கை அர்த்தமுள்ளதாகும்.",positive
இந்த கோயிலில் கல் அசைகிறது என்று ஆயிரம் பேர் சாட்சி.,fake
இந்தியா ஐ.நா. அவையில் தன் நிலைப்பாட்டை தெளிவுபடுத்தியது.,real
கடலோர மீனவர்களுக்கு புதிய படகு திட்டம் வழங்கப்படும்.,real
என் மேல் யாருக்கும் அக்கறை இல்லை என்று தோன்றுகிறது.,negative
அரசு மருத்துவமனை மருந்துகள் அனைத்தும் கெட்டதாம்.,fake
ஏழை மாணவர்களுக்கு தரமான கல்வி கிடைக்கவில்லை.,negative
யாரும் இல்லா தனிமை என்னை கொல்கிறது.,negative
இன்று என் உடல் ஆரோக்கியமாக உணர்கிறது.,positive
இன்று நான் ஒரு புதியதை கண்டறிந்தேன்.,positive
நல்லதை நினைத்தால் நல்லதே நடக்கும்.,positive
தமிழ்நாட்டில் 50 லட்சம் மரங்கள் நட திட்டம் அறிவிக்கப்பட்டது.,real
பேருந்தில் இடம் இல்லாமல் தினமும் கஷ்டப்படுகிறோம்.,negative
கோலம் போடும்போது மனதில் சந்தோஷமும் அமைதியும் நிறைகிறது.,positive
தமிழகத்தில் கனரக மழை காரணமாக பள்ளிகளுக்கு விடுமுறை அறிவிக்கப்பட்டது.,real
இன்று ஒரு நல்ல திட்டம் தொடங்கினோம்.,positive
மனம் சோர்ந்தும் தொடர்ந்து போராட வேண்டியிருக்கிறது.,negative
விவசாயிகளுக்கு நேரடி நிவாரண நிதி வழங்கும் திட்டம் வந்தது.,real
என் தமிழ் மொழியில் பெருமை கொள்கிறேன்.,positive
வட சென்னையில் புதிய அரசு மருத்துவமனை கட்டுமானம் தொடங்கியது.,real
"தேர்வில் தோல்வி அடைந்தேன், மனம் கனக்கிறது.",negative
"வெளிநாட்டில் வேலை கொடுக்கிறோம், ரூ.1000 கட்டணம் மட்டும் செலுத்துங்கள்.",fake
இந்திய ஹாக்கி அணி ஆசியன் கேம்ஸில் தங்கம் வென்றது.,real
வியாழக்கிழமை கால வழிபாடு இல்லாதவர்களுக்கு பணம் தொலையும்.,fake
ஒரு குறிப்பிட்ட பறவை வீட்டில் வந்தால் செல்வம் வரும்.,fake
என்னால் இனி தொடர முடியுமா என்று தெரியவில்லை.,negative
மாவட்ட அளவில் சிறந்த ஆசிரியர் விருது வழங்கப்பட்டது.,real
கிரகங்களின் நிலை மாறியதால் பொருளாதார சரிவு வரும்.,fake
ஐந்து ஆண்டுகளில் 500 கி.மீ. புதிய சாலை அமைக்கும் திட்டம் அறிவிக்கப்பட்டது.,real
குடிப்பழக்கம் குடும்பத்தை சிதைக்கிறது.,negative
இந்த செய்தியை 100 பேருக்கு அனுப்பினால் உங்களுக்கு நல்ல செய்தி வரும்.,fake
கிராமப்புற மக்களுக்கு இலவச சுகாதார சேவை கிடைக்கும் என்று அரசு அறிவித்தது.,real
"என் அன்புக்குரியவர் இறந்தார், வாழ்க்கை வெறுமையாகிவிட்டது.",negative
மருத்துவரை சந்திக்க மாதக்கணக்கில் காத்திருக்க வேண்டும்.,negative
இன்று என் இதயம் நன்றியில் நிறைந்திருக்கிறது.,positive
"இன்று புது உடன்பிறப்பு பிறந்தார், வீடு மகிழ்ச்சியில் நிறைந்தது.",positive
வாழ்க்கை மிகவும் கட்டினமாக உள்ளது.,negative
குழு வேலை செய்யும்போது சாதிக்கும் சக்தி பெருகுகிறது.,positive
விவசாயிகளுக்கு பயிர் காப்பீடு தொகை வழங்கப்பட்டது.,real
பிரபல பாடகர் மேடையில் மயக்கம் அடைந்தார் என்று பரவும் செய்தி பொய்.,fake
முதல் முறையாக தேர்வு எழுதி தேர்ச்சி பெற்றேன்.,positive
பயம் என் வாழ்க்கையை சிக்கலாக்கிறது.,negative
புன்னகையுடன் ஒவ்வொரு நாளையும் தொடங்குவோம்.,positive
இந்திய அரசியலமைப்பு தினம் கொண்டாடப்பட்டது.,real
என் தோட்டத்தில் காய்கறிகள் நன்றாக வளருகின்றன.,positive
நேர்மறை ஆற்றல் கல்லை வாங்கினால் வியாதி குணமாகும்.,fake
குளிர்காலத்தில் மூடுபனி பார்க்கும்போது மனம் மகிழ்கிறது.,positive
நிலநடுக்கம் அளவீடு 4.2 ரிக்டர் என்று வானிலை ஆய்வு மையம் தெரிவித்தது.,real
புயல் எச்சரிக்கை: கடற்கரை மாவட்டங்களில் அரசு தயார் நிலையில் உள்ளது.,real
என் நெருங்கிய நண்பன் வெளிநாடு சென்றுவிட்டான்.,negative
என் சுற்றுப்புறம் பசுமையாக மாறுகிறது.,positive
வேப்பிலை தோரணம் கட்டாமல் வீட்டில் இருந்தால் கெட்டது நடக்கும்.,fake
தமிழ் திரைப்படங்கள் சமூக மாற்றத்திற்கு வழிகோலுகின்றன.,positive
நியாயமற்ற தேர்வு முறை என்னை பின்தள்ளியது.,negative
கோமியம் குடித்தால் 48 மணிக்கு கொவிட் வராது.,fake
சென்னை நகரில் மழை நீர் சேகரிப்பு திட்டம் வலுப்படுத்தப்பட்டது.,real
சிப்பி உடையின் சாறு புற்றுநோயை 100% குணப்படுத்தும்.,fake
என் தனிமை யாருக்கும் தெரிவதில்லை.,negative
இன்று நல்ல மனிதர்களை சந்தித்தேன்.,positive
நீதிமன்றம் பாதிக்கப்பட்ட விவசாயிகளுக்கு நிவாரணம் அளிக்க அரசிற்கு உத்தரவிட்டது.,real
